0	148	72
0	159	72
0	168	69
0	175	68
64	185	65
86	191	63
125	202	60
168	215	49
207	224	39
249	236	28
0	14	132
0	16	136
0	16	135
0	16	139
22	16	137
56	14	139
77	12	135
97	10	141
116	8	143
141	0	141
0	28	140
0	28	140
